0,1,2,3
,methane,1.4 ×10−5,1900 Warneck and Williams (2012) L
,CH4,1.4×10−5,1600 Sander et al. (2011) L
,[74-82-8],1.4 10−5×,1600 Sander et al. (2006) L
,,1.4 10−5×,1500 Fernández-Prini et al. (2003) L 1
,,1.4×10−5,1600 Abraham and Matteoli (1988) L
,,1.5×10−5,Mackay and Shiu (1981) L
,,1.4 10−5×,1700 Wilhelm et al. (1977) L
,,1.2×10−5,2400 Lekvam and Bishnoi (1997) M
,,1.3 ×10−5,1400 Reichl (1995) M
,,1.2 10−5×,Guitart et al. (1989) M 19
,,1.4×10−5,1600 Crovetto et al. (1982) M
,,1.4 10−5×,1600 Rettich et al. (1981) M
,,1.3 10−5×,1900 Winkler (1901) M
,,1.5×10−5,HSDB (2015) V
,,1.5 ×10−5,Meylan and Howard (1991) V
,,1.5 10−5×,Hine and Mookerjee (1975) V
,,9.2 ×10−5,Butler and Ramchandani (1935) V
,,1.4×10−5,Hine and Weimar Jr. (1965) R
,,1.4 10−5×,1600 Clever and Young (1987) X 3
,,1.4 10−5×,"1600 Clever and Young (1987) X 5, 24"
,,9.6×10−6,Liss and Slater (1974) C
,,1.3×10−5,Deno and Berkheimer (1960) C
,,2.5 ×10−5,Hilal et al. (2008) Q
,,,2300 Kühne et al. (2005) Q
,,1.6×10−5,Nirmalakhandan et al. (1997) Q
,,2.4×10−5,Meylan and Howard (1991) Q
,,,1700 Kühne et al. (2005) ?
,,1.6 ×10−5,Yaws (1999) ?
,,1.3×10−5,1900 Dean (1992) ? 6
,,1.5×10−5,Yaws and Yang (1992) ? 92
,,1.4 ×10−5,Abraham et al. (1990) ?
,ethane,1.9 ×10−5,2400 Sander et al. (2011) L
,C2H6,1.9 ×10−5,2400 Sander et al. (2006) L
,[74-84-0],1.9 ×10−5,2400 Fernández-Prini et al. (2003) L 1
,,1.9 10−5×,2300 Abraham and Matteoli (1988) L
,,2.0 10−5×,Mackay and Shiu (1981) L
,,1.8 10−5×,2400 Wilhelm et al. (1977) L
,,2.0×10−5,2200 Reichl (1995) M
,,1.3×10−5,Guitart et al. (1989) M 19
,,1.9 ×10−5,2300 Rettich et al. (1981) M
,,1.9×10−5,2700 Winkler (1901) M
,,2.0 ×10−5,HSDB (2015) V
,,2.0×10−5,Hine and Mookerjee (1975) V
,,1.0×10−4,Butler and Ramchandani (1935) V
,,1.9 10−5×,2300 Hayduk (1982) X 3
,,1.9 10−5×,2300 Hayduk (1982) X 5
,,1.8 10−5×,Deno and Berkheimer (1960) C
,,2.0×10−5,Hilal et al. (2008) Q
,,,2600 Kühne et al. (2005) Q
,,2.2×10−5,Nirmalakhandan and Speece (1988a) Q
,,1.1×10−5,Irmann (1965) Q
,,,2500 Kühne et al. (2005) ?
,,1.8×10−5,2800 Dean (1992) ? 6
,,2.0×10−5,Yaws and Yang (1992) ? 92
,,1.9×10−5,Abraham et al. (1990) ?
,propane,1.5×10−5,2700 Sander et al. (2011) L
,C3H8,1.5×10−5,2700 Sander et al. (2006) L
,[74-98-6],1.5 10−5×,2800 Abraham and Matteoli (1988) L
,,1.4×10−5,Mackay and Shiu (1981) L
,,1.5 10−5×,2700 Wilhelm et al. (1977) L
,,1.6×10−5,2700 Chapoy et al. (2004) M
,,1.5 10−5×,2700 Reichl (1995) M
,,9.7×10−6,Guitart et al. (1989) M 19
,,1.4×10−5,HSDB (2015) V
,,1.4 ×10−5,Hine and Mookerjee (1975) V
,,1.3 ×10−5,Irmann (1965) V
,,1.5 ×10−5,"2700 Hayduk (1986) X 3, 93"
,,1.5 ×10−5,2700 Hayduk (1986) X 5
,,1.4×10−5,Deno and Berkheimer (1960) C
,,1.4 10−5×,Hilal et al. (2008) Q
,,,2900 Kühne et al. (2005) Q
,,1.6 10−5×,Nirmalakhandan and Speece (1988a) Q
,,1.3×10−5,Irmann (1965) Q
,,,2800 Kühne et al. (2005) ?
,,1.4×10−5,Yaws and Yang (1992) ? 92
,,1.5×10−5,Abraham et al. (1990) ?
,butane,1.2 10−5×,3100 Sander et al. (2011) L 94
,C 4 H10,1.2 ×10−5,3100 Sander et al. (2006) L 95
,[106-97-8],1.3 10−5×,3100 Abraham and Matteoli (1988) L
,,1.0×10−5,Mackay and Shiu (1981) L
,,1.2×10−5,3100 Wilhelm et al. (1977) L
,,1.3 ×10−5,2300 Carroll et al. (1997) M
,,8.0×10−6,Guitart et al. (1989) M 19
,,1.0 10−5×,HSDB (2015) V
,,1.0 10−5×,Mackay et al. (2006a) V
,,1.0×10−5,Mackay et al. (1993) V
,,9.6 ×10−6,Hwang et al. (1992) V
,,1.1×10−5,Hine and Mookerjee (1975) V
,,1.2×10−5,Irmann (1965) V
,,4.8 ×10−5,Butler and Ramchandani (1935) V
,,1.2×10−5,3000 Hayduk (1986) X 3
,,1.2×10−5,3100 Hayduk (1986) X 5
,,1.1 ×10−5,Deno and Berkheimer (1960) C
,,1.2 ×10−5,Hilal et al. (2008) Q
,,,3300 Kühne et al. (2005) Q
,,1.2×10−5,Nirmalakhandan and Speece (1988a) Q
,,1.2×10,Irmann (1965) Q
,,,3300 Kühne et al. (2005) ?
,,1.1×10−5,Yaws and Yang (1992) ? 92
,,1.2 ×10−5,Abraham et al. (1990) ?
,2-methylpropane,9.1 ×10−6,2700 Sander et al. (2011) L 96
,HC(CH3)3,9.1 ×10−6,2700 Sander et al. (2006) L 97
,(isobutane),8.3 10−6×,Mackay and Shiu (1981) L
,[75-28-5],8.0 10−6×,2700 Wilhelm et al. (1977) L
,,1.1 ×10−4,5100 Mohebbi et al. (2012) M
,,8.3×10−6,HSDB (2015) V
,,8.3 10−6×,Mackay et al. (2006a) V
,,8.3 ×10−6,Mackay et al. (1993) V
,,8.4×10−6,Hine and Mookerjee (1975) V
,,9.7 10−6×,Irmann (1965) V
,,2.7×10−5,"2400 Hayduk (1986) X 3, 98"
,,9.2×10−6,2700 Hayduk (1986) X 5
,,5.6 10−6×,Hilal et al. (2008) Q
,,,3300 Kühne et al. (2005) Q
,,1.0 10−5×,Nirmalakhandan and Speece (1988a) Q
,,1.1×10−5,Irmann (1965) Q
,,,2900 Kühne et al. (2005) ?
,,8.5×10−6,Yaws and Yang (1992) ? 92
,,8.0×10−6,Abraham et al. (1990) ?
,,7.9 ×10−6,Abraham (1979) ?
,pentane,8.0 10−6×,3400 Abraham and Matteoli (1988) L
,C5H12,8.0×10−6,Mackay and Shiu (1981) L
,[109-66-0],1.1 ×10−5,2300 Jou and Mather (2000) M 99
,,8.2×10−6,3600 Jönsson et al. (1982) M
,,7.8 ×10−6,Rytting et al. (1978) M
,,7.8×10−6,Mackay et al. (2006a) V
,,7.8 10−6×,Mackay et al. (1993) V
,,8.3 10−6×,Eastcott et al. (1988) V
,,7.8 ×10−6,Amoore and Buttery (1978) V
,,7.9×10−6,Hine and Mookerjee (1975) V
,,,3000 Gill et al. (1976) T 100
,,9.9×10−6,Hilal et al. (2008) Q
,,,3600 Kühne et al. (2005) Q
,,9.9 10−6×,Nirmalakhandan and Speece (1988a) Q
,,,4200 Kühne et al. (2005) ?
,,7.8×10−6,Yaws and Yang (1992) ? 92
,,8.0×10−6,Abraham et al. (1990) ?
,2-methylbutane,7.2 ×10−6,Mackay and Shiu (1981) L
,C5H12,7.0×10−6,HSDB (2015) V
,(isopentane),7.2×10−6,Mackay et al. (2006a) V
,[78-78-4],2.1 10−6×,Mackay et al. (1993) V
,,7.2 ×10−6,Eastcott et al. (1988) V
,,7.2 ×10−6,Cabani et al. (1981) V
,,6.4×10−6,Hilal et al. (2008) Q
,,8.4×10,Nirmalakhandan et al. (1997) Q
,,7.2 10−6×,Yaws and Yang (1992) ? 92
,dimethylpropane,2.7×10−6,Mackay and Shiu (1981) L
,C(CH 3 )4,5.9 ×10−6,3300 Wilhelm et al. (1977) L
,(neopentane),2.7×10−6,HSDB (2015) V
,[463-82-1],4.5×10−6,Mackay et al. (2006a) V
,,4.5×10−6,Mackay et al. (1993) V
,,4.5 10−6×,Hine and Mookerjee (1975) V
,,2.5×10−6,Hilal et al. (2008) Q
,,,3600 Kühne et al. (2005) Q
,,6.2×10−6,Nirmalakhandan and Speece (1988a) Q
,,,3100 Kühne et al. (2005) ?
,,4.7 ×10−6,Yaws and Yang (1992) ? 92
,,5.8 ×10−6,Abraham et al. (1990) ?
,,5.9×10−6,Abraham (1979) ?
,hexane,6.1 10−6×,3800 Abraham and Matteoli (1988) L
,C6H14,5.9×10−6,Mackay and Shiu (1981) L
,[110-54-3],6.1×10−6,Ryu and Park (1999) M
,,7.4×10−6,Park et al. (1997) M 101
,,2.4 10−4×,8700 Kolb et al. (1992) M 102
,,6.7 ×10−6,Guitart et al. (1989) M 19
,,9.9×10−6,7500 Ashworth et al. (1988) M 103
,,6.7 10−6×,4200 Tsonopoulos and Wilson (1983) M
,,5.9×10−6,4000 Jönsson et al. (1982) M
,,5.4 ×10−6,Rytting et al. (1978) M
,,5.5×10−6,HSDB (2015) V
,,5.5 10−6×,Mackay et al. (2006a) V
,,5.5×10−6,Mackay et al. (1993) V
,,5.5×10−6,Hwang et al. (1992) V
,,7.1 10−6×,Eastcott et al. (1988) V
,,6.1×10−6,Cabani et al. (1981) V
,,5.4 ×10−6,Hine and Mookerjee (1975) V
,,,3800 Gill et al. (1976) T 100
,,7.7 10−6×,Hilal et al. (2008) Q
,,,4000 Kühne et al. (2005) Q
,,7.9×10−6,Nirmalakhandan and Speece (1988a) Q
,,,4100 Kühne et al. (2005) ?
,,7.6 ×10−6,Yaws and Yang (1992) ? 92
,,6.1 10−6×,Abraham et al. (1990) ?
,2-methylpentane,5.9 10−6×,Mackay and Shiu (1981) L
,C6H14,1.3×10−5,960 Ashworth et al. (1988) M 103
,(isohexane),5.8 10−6×,HSDB (2015) V
,[107-83-5],5.7×10−6,Mackay et al. (2006a) V
,,5.7 10−6×,Mackay et al. (1993) V
,,5.7 10−6×,Eastcott et al. (1988) V
,,5.7 10−6×,Hine and Mookerjee (1975) V
,,,Staudinger and Roberts (1996) R 104
,,6.2×10−6,Hilal et al. (2008) C
,,4.8×10,Hilal et al. (2008) Q
,,,4000 Kühne et al. (2005) Q
,,6.7×10−6,Nirmalakhandan and Speece (1988a) Q
,,,4000 Kühne et al. (2005) ?
,,5.7 10−6×,Yaws and Yang (1992) ? 92
,3-methylpentane,5.8 10−6×,Mackay and Shiu (1981) L
,C6H14,5.8×10−6,HSDB (2015) V
,[96-14-0],5.9×10−6,Mackay et al. (2006a) V
,,5.9 10−6×,Mackay et al. (1993) V
,,5.9 10−6×,Eastcott et al. (1988) V
,,5.8×10−6,Hine and Mookerjee (1975) V
,,6.2 10−6×,Hilal et al. (2008) Q
,,,4000 Kühne et al. (2005) Q
,,7.0 ×10−6,Nirmalakhandan and Speece (1988a) Q
,,,4700 Kühne et al. (2005) ?
,,8.8 ×10−6,Yaws and Yang (1992) ? 92
,"2,2-dimethylbutane",5.8 10−6×,Mackay and Shiu (1981) L
,C6H14,5.8×10−6,HSDB (2015) V
,[75-83-2],5.0 10−6×,Mackay et al. (2006a) V
,,5.0 10−6×,Mackay et al. (1993) V
,,5.8 10−6×,Eastcott et al. (1988) V
,,5.1×10−6,Hine and Mookerjee (1975) V
,,3.4×10−6,Hilal et al. (2008) Q
,,5.3×10−6,Nirmalakhandan and Speece (1988a) Q
,,6.5 10−6×,Yaws and Yang (1992) ? 92
,"2,3-dimethylbutane",7.7 ×10−6,Mackay and Shiu (1981) L
,C6H14,8.2×10−6,HSDB (2015) V
,[79-29-8],6.9×10−6,Mackay et al. (2006a) V
,,6.9×10−6,Mackay et al. (1993) V
,,7.1×10−6,Eastcott et al. (1988) V
,,5.3 10−6×,Hilal et al. (2008) Q
,,,4000 Kühne et al. (2005) Q
,,5.8 ×10−6,Nirmalakhandan et al. (1997) Q
,,,4200 Kühne et al. (2005) ?
,,7.6×10−6,Yaws and Yang (1992) ? 92
,heptane,4.4 10−6×,4100 Abraham and Matteoli (1988) L
,C7H16,4.3 ×10−6,Mackay and Shiu (1981) L
,[142-82-5],4.5 10−6×,Ryu and Park (1999) M
,,5.5×10−6,Park et al. (1997) M 101
,,1.2×10−5,3700 Hansen et al. (1993) M 105
,,6.0×10−6,Guitart et al. (1989) M 19
,,4.2 ×10−6,4700 Jönsson et al. (1982) M
,,4.8 10−6×,Rytting et al. (1978) M
,,5.5 10−6×,HSDB (2015) V
,,4.8×10−6,Mackay et al. (2006a) V
,,4.8×10−6,Mackay et al. (1993) V
,,5.0 ×10−6,Eastcott et al. (1988) V
,,4.8×10,Hine and Mookerjee (1975) V
,,5.4×10−6,Hilal et al. (2008) Q
,,,4300 Kühne et al. (2005) Q
,,6.2 10−6×,Nirmalakhandan and Speece (1988a) Q
,,,4900 Kühne et al. (2005) ?
,,3.6 ×10−6,Yaws and Yang (1992) ? 92
,,4.4 ×10−6,Abraham et al. (1990) ?
,2-methylhexane,2.9 ×10−6,Mackay and Shiu (1981) L
,C7H16,1.9×10−5,"-3600 Hansen et al. (1993) M 105, 106"
,(isoheptane),2.9 10−6×,Mackay et al. (2006a) V
,[591-76-4],2.9 ×10−6,Mackay et al. (1993) V
,,2.9×10−6,Eastcott et al. (1988) V
,,3.7 10−6×,Hilal et al. (2008) Q
,,5.2 ×10−6,Nirmalakhandan et al. (1997) Q
,,2.9 10−6×,Yaws and Yang (1992) ? 92
,3-methylhexane,4.2×10−6,Mackay and Shiu (1981) L
,C 7 H16,4.0 ×10−6,Mackay et al. (2006a) V
,[589-34-4],4.0 10−6×,Mackay et al. (1993) V
,,3.2×10−6,Eastcott et al. (1988) V
,,4.5×10−6,Hilal et al. (2008) Q
,,5.3 ×10−6,Nirmalakhandan et al. (1997) Q
,,3.2×10−6,Yaws and Yang (1992) ? 92
,"2,2-dimethylpentane",3.1 ×10−6,Mackay and Shiu (1981) L
,C7H16,3.1×10−6,Mackay et al. (2006a) V
,[590-35-2],3.1 ×10−6,Mackay et al. (1993) V
,,3.1 10−6×,Eastcott et al. (1988) V
,,2.5×10−6,Hilal et al. (2008) Q
,,4.1 10−6×,Nirmalakhandan et al. (1997) Q
,,3.1 ×10−6,Yaws and Yang (1992) ? 92
,"2,3-dimethylpentane",5.7 10−6×,Mackay and Shiu (1981) L
,C 7 H16,5.7×10−6,Mackay et al. (1993) V
,[565-59-3],5.7×10−6,Eastcott et al. (1988) V
,,4.8 ×10−6,Hilal et al. (2008) Q
,,4.7 10−6×,Nirmalakhandan et al. (1997) Q
,,5.7×10−6,Yaws and Yang (1992) ? 92
,"2,4-dimethylpentane",3.3 ×10−6,Mackay and Shiu (1981) L
,C7H16,3.1×10−6,Mackay et al. (2006a) V
,[108-08-7],3.1 10−6×,Mackay et al. (1993) V
,,3.4×10−6,Eastcott et al. (1988) V
,,3.1×10−6,Hine and Mookerjee (1975) V
,,2.2 10−6×,Hilal et al. (2008) Q
,,4.5 ×10−6,Nirmalakhandan and Speece (1988a) Q
,,3.3×10−6,Yaws and Yang (1992) ? 92
,"3,3-dimethylpentane",5.4×10,Mackay and Shiu (1981) L
,C7H16,5.4 ×10−6,Mackay et al. (2006a) V
,[562-49-2],5.4×10−6,Mackay et al. (1993) V
,,5.4 10−6×,Eastcott et al. (1988) V
,,4.0×10−6,Hilal et al. (2008) Q
,,,4300 Kühne et al. (2005) Q
,,4.4 10−6×,Nirmalakhandan et al. (1997) Q
,,,3000 Kühne et al. (2005) ?
,,5.3 10−6×,Yaws and Yang (1992) ? 92
,3-ethylpentane,5.3×10−6,Hilal et al. (2008) Q
,C7H16,3.9×10−6,Yaws and Yang (1992) ? 92
,[617-78-7],,
,"2,2,3-trimethylbutane",3.2×10−6,Mackay et al. (2006a) V
,C7H16,3.2×10−6,Mackay et al. (1993) V
,[464-06-2],3.3 10−6×,Hilal et al. (2008) Q
,,4.1 10−6×,Yaws and Yang (1992) ? 92
,octane,3.1 10−6×,4300 Abraham and Matteoli (1988) L
,C8H18,3.3×10−6,Mackay and Shiu (1981) L
,[111-65-9],3.4 10−6×,Ryu and Park (1999) M
,,3.3×10−6,Park et al. (1997) M 101
,,3.0 ×10−5,8000 Hansen et al. (1993) M 105
,,3.1×10−6,4100 Heidman et al. (1985) M
,,2.9 10−6×,5400 Jönsson et al. (1982) M
,,3.1×10−6,Rytting et al. (1978) M
,,3.1×10−6,HSDB (2015) V
,,8.6 10−7×,Abraham and Acree Jr. (2007) V
,,3.2 ×10−6,Mackay et al. (2006a) V
,,3.8 10−6×,4800 Sarraute et al. (2004) V
,,3.2 10−6×,Mackay et al. (1993) V
,,3.0 ×10−6,Hwang et al. (1992) V
,,3.1 ×10−6,Meylan and Howard (1991) V
,,3.2×10−6,Eastcott et al. (1988) V
,,3.1 10−6×,Hine and Mookerjee (1975) V
,,3.1×10−6,Mackay and Leinonen (1975) V
,,3.9 10−6×,Hilal et al. (2008) Q
,,,4700 Kühne et al. (2005) Q
,,3.3 10−6×,Meylan and Howard (1991) Q
,,5.0 10−6×,Nirmalakhandan and Speece (1988a) Q
,,,5400 Kühne et al. (2005) ?
,,2.0×10−6,Yaws and Yang (1992) ? 92
,,3.1 ×10−6,Abraham et al. (1990) ?
,2-methylheptane,2.9 10−6×,Mackay et al. (2006a) V
,C 8 H18,2.9 ×10−6,Mackay et al. (1993) V
,[592-27-8],2.7 10−6×,Hilal et al. (2008) Q
,,2.7 10−6×,Hoff et al. (1993) ? 7
,,2.7×10−6,Yaws and Yang (1992) ? 92
,3-methylheptane,2.7×10,Mackay and Shiu (1981) L
,C 8 H18,2.7×10−6,Eastcott et al. (1988) V
,[589-81-1],3.3×10−6,Hilal et al. (2008) Q
,,4.2 10−6×,Nirmalakhandan et al. (1997) Q
,,2.7×10−6,Yaws and Yang (1992) ? 92
,4-methylheptane,3.0×10−6,Hilal et al. (2008) Q
,C8H18,2.7×10−6,Yaws and Yang (1992) ? 92
,[589-53-7],,
,"2,2-dimethylhexane",2.6 −6×10,5100 Dohányosová et al. (2004) M
,C 8 H18,1.9×10−6,Hilal et al. (2008) Q
,[590-73-8],,4700 Kühne et al. (2005) Q
,,,5100 Kühne et al. (2005) ?
,,2.9 10−6×,Yaws and Yang (1992) ? 92
,"2,3-dimethylhexane",3.4×10−6,Hilal et al. (2008) Q
,C8H18,2.6×10−6,Yaws and Yang (1992) ? 92
,[584-94-1],,
,"2,4-dimethylhexane",1.9 ×10−6,Hilal et al. (2008) Q
,C8H18,2.8−6×10,Yaws and Yang (1992) ? 92
,[589-43-5],,
,"2,5-dimethylhexane",2.7 10−6×,4700 Dohányosová et al. (2004) M
,C8H18,1.7×10−6,Hilal et al. (2008) Q
,[592-13-2],,4700 Kühne et al. (2005) Q
,,,4700 Kühne et al. (2005) ?
,,2.9 10−6×,Yaws and Yang (1992) ? 92
,"3,3-dimethylhexane",2.9 10−6×,Hilal et al. (2008) Q
,C8H18,2.6 ×10−6,Yaws and Yang (1992) ? 92
,[563-16-6],,
,"3,4-dimethylhexane",3.8×10−6,Hilal et al. (2008) Q
,C 8 H18,2.4 ×10−6,Yaws and Yang (1992) ? 92
,[583-48-2],,
,3-ethylhexane,3.7×10−6,Hilal et al. (2008) Q
,C 8 H18,2.6×10−6,Yaws and Yang (1992) ? 92
,[619-99-8],,
,"2,2,3-trimethylpentane",2.7×10−6,Hilal et al. (2008) Q
,C8H18,2.6×10−6,Yaws and Yang (1992) ? 92
,[564-02-3],,
,"2,2,4-trimethylpentane",3.0 10−6×,Mackay and Shiu (1981) L
,C 8 H18,4.6×10−6,Guitart et al. (1989) M 19
,(isooctane),3.3×10−6,Mackay et al. (2006a) V
,[540-84-1],3.3×10−6,Mackay et al. (1993) V
,,3.1 10−6×,Eastcott et al. (1988) V
,,3.3 10−6×,Hine and Mookerjee (1975) V
,,3.2×10−6,Mackay and Leinonen (1975) V
,,3.3×10−6,"Zhang et al. (2010) Q 107, 108"
,,1.7 10−6×,"Zhang et al. (2010) Q 107, 109"
,,2.2×10,"Zhang et al. (2010) Q 107, 110"
,,1.6 10−5×,"Zhang et al. (2010) Q 107, 111"
,,1.2×10−6,Hilal et al. (2008) Q
,,,4700 Kühne et al. (2005) Q
,,2.9 10−6×,Nirmalakhandan and Speece (1988a) Q
,,,4000 Kühne et al. (2005) ?
,,2.9 10−6×,Yaws and Yang (1992) ? 92
,"2,3,3-trimethylpentane",3.6 10−6×,Hilal et al. (2008) Q
,C8H18,2.4 ×10−6,Yaws and Yang (1992) ? 92
,[560-21-4],,
,"2,3,4-trimethylpentane",5.3×10−6,Mackay and Shiu (1981) L
,C8H18,,Mackay et al. (2006a) V 112
,[565-75-3],4.9 ×10−6,Mackay et al. (1993) V
,,5.6×10−6,Eastcott et al. (1988) V
,,3.1 ×10−6,Hilal et al. (2008) Q
,,,4700 Kühne et al. (2005) Q
,,3.2 −6×10,Nirmalakhandan et al. (1997) Q
,,,4900 Kühne et al. (2005) ?
,,5.6 10−6×,Yaws and Yang (1992) ? 92
,3-ethyl-2-methylpentane,3.6 10−6×,Hilal et al. (2008) Q
,C8H18,2.6×10−6,Yaws and Yang (1992) ? 92
,[609-26-7],,
,3-ethyl-3-methylpentane,4.5 10−6×,Hilal et al. (2008) Q
,C8H18,2.3×10−6,Yaws and Yang (1992) ? 92
,[1067-08-9],,
,"2,2,3,3-tetramethylbutane",3.4 10−6×,Hilal et al. (2008) Q
,C 8 H18,2.6 ×10−6,Yaws and Yang (1992) ? 92
,[594-82-1],,
,nonane,2.0 ×10−6,Mackay and Shiu (1981) L
,C9H20,2.2×10−6,Ryu and Park (1999) M
,[111-84-2],1.9×10−6,Park et al. (1997) M 101
,,2.3 10−5×,200 Ashworth et al. (1988) M 103
,,1.8 10−6×,7300 Jönsson et al. (1982) M
,,2.9×10−6,HSDB (2015) V
,,3.0×10−6,Mackay et al. (2006a) V
,,3.0×10−6,Mackay et al. (1993) V
,,1.7 ×10−6,Eastcott et al. (1988) V
,,2.0×10−6,Abraham (1984) V
,,3.0×10−6,Hilal et al. (2008) Q
,,,5000 Kühne et al. (2005) Q
,,3.8 10−6×,Nirmalakhandan et al. (1997) Q
,,,4100 Kühne et al. (2005) ?
,,1.7×10−6,Yaws and Yang (1992) ? 92
,2-methyloctane,1.9 ×10−6,Hilal et al. (2008) Q
,C9H20,2.1 ×10−6,Yaws and Yang (1992) ? 92
,[3221-61-2],,
,3-methyloctane,2.4×10−6,Hilal et al. (2008) Q
,C9H20,1.9×10−6,Yaws and Yang (1992) ? 92
,[2216-33-3],,
,4-methyloctane,1.0×10−6,Mackay and Shiu (1981) L
,C 9 H20,9.9 ×10−7,Eastcott et al. (1988) V
,[2216-34-4],2.3 10−6×,Hilal et al. (2008) Q
,,9.9×10−7,Yaws and Yang (1992) ? 92
,"2,3-dimethylheptane",2.4×10−6,Hilal et al. (2008) Q
,C9H20,1.9×10−6,Yaws and Yang (1992) ? 92
,[3074-71-3],,
,"2,2-dimethylheptane",1.4 10−6×,Hilal et al. (2008) Q
,C9H20,2.1 ×10−6,Yaws and Yang (1992) ? 92
,[1071-26-7],,
,"2,4-dimethylheptane",1.4×10−6,Hilal et al. (2008) Q
,C9H20,2.1×10−6,Yaws and Yang (1992) ? 92
,[2213-23-2],,
,"2,5-dimethylheptane",1.5×10−6,Hilal et al. (2008) Q
,C 9 H20,2.0×10−6,Yaws and Yang (1992) ? 92
,[2216-30-0],,
,"2,6-dimethylheptane",1.2×10−6,Hilal et al. (2008) Q
,C9H20,2.1 ×10−6,Yaws and Yang (1992) ? 92
,[1072-05-5],,
,"3,3-dimethylheptane",2.3 10−6×,Hilal et al. (2008) Q
,C9H20,1.9×10−6,Yaws and Yang (1992) ? 92
,[4032-86-4],,
,"3,4-dimethylheptane",2.6×10−6,Hilal et al. (2008) Q
,C 9 H20,1.8×10−6,Yaws and Yang (1992) ? 92
,[922-28-1],,
,"3,5-dimethylheptane",1.5 ×10−6,Hilal et al. (2008) Q
,C 9 H20,2.0 ×10−6,Yaws and Yang (1992) ? 92
,[926-82-9],,
,"4,4-dimethylheptane",2.1 10−6×,Hilal et al. (2008) Q
,C9H20,1.9×10−6,Yaws and Yang (1992) ? 92
,[1068-19-5],,
,3-ethylheptane,2.6×10−6,Hilal et al. (2008) Q
,C9H20,1.9×10−6,Yaws and Yang (1992) ? 92
,[15869-80-4],,
,4-ethylheptane,2.5 10−6×,Hilal et al. (2008) Q
,C9H20,1.9×10−6,Yaws and Yang (1992) ? 92
,[2216-32-2],,
,"2,2,3-trimethylhexane",1.9×10,Hilal et al. (2008) Q
,C9H20,1.9×10−6,Yaws and Yang (1992) ? 92
,[16747-25-4],,
,"2,2,4-trimethylhexane",1.1×10−6,Hilal et al. (2008) Q
,C9H20,2.1×10−6,Yaws and Yang (1992) ? 92
,[16747-26-5],,
,"2,2,5-trimethylhexane",2.9 10−6×,Mackay and Shiu (1981) L
,C9H20,4.1×10−6,Mackay et al. (2006a) V
,[3522-94-9],4.1 ×10−6,Mackay et al. (1993) V
,,4.1 10−6×,Cabani et al. (1981) V
,,9.0 10−7×,Hilal et al. (2008) Q
,,2.2 10−6×,Nirmalakhandan et al. (1997) Q
,,1.9×10−6,Yaws and Yang (1992) ? 92
,"2,3,3-trimethylhexane",2.4×10−6,Hilal et al. (2008) Q
,C9H20,1.7×10−6,Yaws and Yang (1992) ? 92
,[16747-28-7],,
,"2,3,4-trimethylhexane",2.6 10−6×,Hilal et al. (2008) Q
,C9H20,1.8 ×10−6,Yaws and Yang (1992) ? 92
,[921-47-1],,
,"2,3,5-trimethylhexane",1.4 10−6×,Hilal et al. (2008) Q
,C9H20,2.0×10−6,Yaws and Yang (1992) ? 92
,[1069-53-0],,
,"2,4,4-trimethylhexane",1.4×10−6,Hilal et al. (2008) Q
,C 9 H20,1.9×10−6,Yaws and Yang (1992) ? 92
,[16747-30-1],,
,"3,3,4-trimethylhexane",2.9 −6×10,Hilal et al. (2008) Q
,C9H20,1.7 ×10−6,Yaws and Yang (1992) ? 92
,[16747-31-2],,
,3-ethyl-2-methylhexane,2.3×10−6,Hilal et al. (2008) Q
,C9H20,1.9×10−6,Yaws and Yang (1992) ? 92
,[16789-46-1],,
,4-ethyl-2-methylhexane,1.5 10−6×,Hilal et al. (2008) Q
,C9H20,2.0×10−6,Yaws and Yang (1992) ? 92
,[3074-75-7],,
,3-ethyl-3-methylhexane,3.2 10−6×,Hilal et al. (2008) Q
,C9H20,1.7×10−6,Yaws and Yang (1992) ? 92
,[3074-76-8],,
,3-ethyl-4-methylhexane,3.1 10−6×,Hilal et al. (2008) Q
,C 9 H20,1.8 ×10−6,Yaws and Yang (1992) ? 92
,[3074-77-9],,
,"2,2,3,3-tetramethylpentane",3.6 10−6×,Hilal et al. (2008) Q
,C 9 H20,1.6 ×10−6,Yaws and Yang (1992) ? 92
,[7154-79-2],,
,"2,2,3,4-tetramethylpentane",1.9×10,Hilal et al. (2008) Q
,C 9 H20,1.7×10−6,Yaws and Yang (1992) ? 92
,[1186-53-4],,
,"2,2,4,4-tetramethylpentane",9.0 10−7×,Hilal et al. (2008) Q
,C9H20,1.9×10−6,Yaws and Yang (1992) ? 92
,[1070-87-7],,
,"2,3,3,4-tetramethylpentane",2.7 10−6×,Hilal et al. (2008) Q
,C9H20,1.6×10−6,Yaws and Yang (1992) ? 92
,[16747-38-9],,
,"3-ethyl-2,2-dimethylpentane",1.9×10−6,Hilal et al. (2008) Q
,C9H20,1.8×10−6,Yaws and Yang (1992) ? 92
,[16747-32-3],,
,"3-ethyl-2,3-dimethylpentane",3.5×10−6,Hilal et al. (2008) Q
,C9H20,1.5×10−6,Yaws and Yang (1992) ? 92
,[16747-33-4],,
,"3-ethyl-2,4-dimethylpentane",1.9×10−6,Hilal et al. (2008) Q
,C 9 H20,1.8 ×10−6,Yaws and Yang (1992) ? 92
