Species,InChIKey,Hcp
methoxybenzene,RDOXTESZEPMUJZ-UHFFFAOYSA-N,2.9E-02
ethoxybenzene,DLRJIFUOBPOJNS-UHFFFAOYSA-N,1.7E-02
"1,2-dimethoxybenzene",ABDKAPXRBAPSQN-UHFFFAOYSA-N,infinit
2-phenoxyethanol,QCDWFXQBSFUVSP-UHFFFAOYSA-N,2.0E+02
2-(phenylmethoxy)-ethanol,CUZKCNWZBXLAJX-UHFFFAOYSA-N,1.5E+02
"1,2,3-trimethoxybenzene",CRUILBNAQILVHZ-UHFFFAOYSA-N,3.6E+00
1-methoxy-4-(1-propenyl)-benzene,RUVINXPYWBROJD-UHFFFAOYSA-N,9.9E-02
2-methoxy-4-(2-propenyl)-phenol,RRAFCDWBNXTKKO-UHFFFAOYSA-N,5.1E+00
"1,2-dimethoxy-4-(2-propenyl)-benzene",ZYEMGPIYFIJGTP-UHFFFAOYSA-N,1.8E+00
diphenyl ether,USIUVYZYUHIAEV-UHFFFAOYSA-N,3.5E-02
(phenoxymethyl)-oxirane,FQYUMYWMJTYZTK-UHFFFAOYSA-N,1.2E+01
1-dodecyl-4-phenoxybenzene,XSAHYEQPUFJGKW-UHFFFAOYSA-N,3.4E-03
"2,2,4-trimethyl-4-(4-(4-(2,4,4-trimethylpentan-2-yl)phenoxy)phenyl)pentane",AJDONJVWDSZZQF-UHFFFAOYSA-N,1.3E-03
di-{\it tert}-butyl {\it sec}-butylidene diperoxide,HQOVXPHOJANJBR-UHFFFAOYSA-N,1.2E-02
"peroxide, 1,1-dimethylethyl 1-methyl-1-phenylethyl",BIISIZOQPWZPPS-UHFFFAOYSA-N,1.4E-02
"di-{\it tert}-butyl 1,1,4,4-tetramethyltetramethylene diperoxide",DMWVYCCGCQPJEA-UHFFFAOYSA-N,3.9E-03
"1,4-bis(1-{\it tert}-butylperoxy-1-methyl-ethyl)benzene",GWQOYRSARAWVTC-UHFFFAOYSA-N,1.0E-01
2-furanmethanol,XPFVYQJUAUNWIW-UHFFFAOYSA-N,1.2E+02
tetrahydropyran-2-methanol,ROTONRWJLXYJBD-UHFFFAOYSA-N,9.0E+01
oxirane,IAYPIBMASNFSPL-UHFFFAOYSA-N,5.8E-02
"1,2-epoxypropane",GOOHAUXETOMSMM-UHFFFAOYSA-N,1.4E-01
phenyloxirane,AWMVMTVKBNGEAK-UHFFFAOYSA-N,6.2E-01
oxacyclopentadiene,YLQBMQCUIZJEEH-UHFFFAOYSA-N,1.8E-03
dibenzofuran,TXCDCPKCNAJMEE-UHFFFAOYSA-N,4.7E-02
2-furancarboxaldehyde,HYBBIBNJHNGZAN-UHFFFAOYSA-N,2.6E+00
tetrahydrofuran,WYURNTSHIVDZCO-UHFFFAOYSA-N,2.2E-01
tetrahydrofuran-d8,WYURNTSHIVDZCO-SVYQBANQSA-N,2.3E-01
2-methyltetrahydrofuran,JWUJQDFVADABEY-UHFFFAOYSA-N,1.5E-03
"2,5-dimethyltetrahydrofuran",OXMIDRBAFOEOQT-UHFFFAOYSA-N,5.5E-02
tetrahydropyran,DHXVGJBLRPWPCS-UHFFFAOYSA-N,1.0E-01
3-methyltetrahydropyran,UJQZTMFRMLEYQN-UHFFFAOYSA-N,infinit
"3,4-dihydro-2H-pyran",BUDQDWGNQVEFAC-UHFFFAOYSA-N,infinit
"1,3-dioxolane",WNXJIVFYUVYPPR-UHFFFAOYSA-N,4.0E-01
"1,3-dioxane",VDFVNEFVBPFDSB-UHFFFAOYSA-N,2.1E+00
"1,4-dioxane",RYHBNJHYFVUHQT-UHFFFAOYSA-N,2.3E+00
"1,4-dioxane-d8",RYHBNJHYFVUHQT-SVYQBANQSA-N,2.8E+00
"4-methyl-1,3-dioxolan-2-one",RUOJZAUFBMNUDX-UHFFFAOYSA-N,2.9E+02
"1,3,3-trimethyl-2-oxabicyclo[2.2.2]octane",WEEGYLXZBRQIMU-UHFFFAOYSA-N,5.9E-02
"dibenzo[$b,e$][1,4]dioxin",NFBOHOGPQUYFRF-UHFFFAOYSA-N,9.0E-02
piperonal,SATCULPHIDQDRE-UHFFFAOYSA-N,1.8E+01
paraldehyde,SQYNKIJPMDEDEG-UHFFFAOYSA-N,2.5E-01
benzofuran,IANQTJSKSUMEQM-UHFFFAOYSA-N,1.9E-02
$\gamma$-nonalactone,OALYTRUKMRCXNH-UHFFFAOYSA-N,1.8E-01
"1,5,5,9-tetramethyl-13-oxatricyclo(8.3.0.0(4,9))tridecane",YPZUZOLGGMJZJO-UHFFFAOYSA-N,2.0E-02
"1,3,4,6,7,8-hexahydro-4,6,6,7,8,8-hexamethylcyclopenta[$g$]-2-benzopyran",ONKNPOPIGWHAQC-UHFFFAOYSA-N,7.6E-02
"(1S-endo)-1,7,7-trimethyl-bicyclo[2.2.1]heptan-2-ol",DTGKSKDOIYIVQL-CCNFQMFXSA-N,4.5E-01
"(1R)-1,3,3-trimethylbicyclo[2.2.1]heptan-2-ol",IAIHUHQCLTYTSF-OYNCUSHFSA-N,3.6E-01
2-(4-methyl-3-cyclohexen-1-yl)-2-propanol,WUOACPNHFRMFPN-UHFFFAOYSA-N,4.4E+00
"1,2-dimethyl-3-(1-methylethenyl)-cyclopentanol",ZRVPDCMGGOSDKG-UHFFFAOYSA-N,4.0E-01
1-methyl-4-(1-methylethyl)-7-oxabicyclo[2.2.1]heptane,RFFOTVCVTJUTAD-UHFFFAOYSA-N,3.9E-02
"1,7,7-trimethyl-bicyclo[2.2.1]heptan-2-one",DSSYKIVIOFKYAU-UHFFFAOYSA-N,1.2E-01
"2,7,7-trimethyl-3-oxatricyclo[4.1.1.0(2,4)]octane",NQFUSWIGRKFAHK-UHFFFAOYSA-N,2.3E-02
5-methyl-2-(1-methylethylidene)-cyclohexanone,NZGWDASTMWDZIW-UHFFFAOYSA-N,2.8E-01
"exo-2-[(1,7,7-trimethylbicyclo[2.2.1]hept-2-yl)-oxy]ethanol",IWWCSDGEIDYEJV-JBLDHEPKSA-N,1.0E+00
"4-(2,6,6-trimethyl-1-cyclohexenyl)-3-buten-2-one",PSQYTAPXSHCGMF-BQYQJAHWSA-N,1.2E+00
oxoethanoic acid,HHLFWLYXYJOTON-UHFFFAOYSA-N,1.1E+02
hydroxyethanoic acid,AEMRFAOFKBGASW-UHFFFAOYSA-N,2.8E+02
2-hydroxyethanal,WGCNASOHLSPBMP-UHFFFAOYSA-N,4.1E+02
propanonal,AIJULSRZWUXGPQ-UHFFFAOYSA-N,3.2E+02
2-oxopropanoic acid,LCTONWCANYUPML-UHFFFAOYSA-N,3.1E+03
3-oxopropanoic acid,OAKURXIZZOAYBC-UHFFFAOYSA-N,6.9E+01
2-hydroxypropanoic acid,JVTAAEKCZFNVCJ-UHFFFAOYSA-N,1.2E+02
glycidaldehyde,IWYRWIUNAVNFPE-UHFFFAOYSA-N,1.9E+01
trimethylene oxide,AHHWIHXENZJRFG-UHFFFAOYSA-N,3.9E-01
"2,3-dihydroxypropanal",MNQZXJOMYWMBOU-UHFFFAOYSA-N,2.0E+08
dihydroxyacetone,RXKJFZQQPQGTFL-UHFFFAOYSA-N,1.8E+06
2-methoxyethanol,XNWFRZJHXBZDAG-UHFFFAOYSA-N,4.4E+00
4-oxobutanoic acid,UIUJIQZEACWQSV-UHFFFAOYSA-N,4.9E+01
"2,3-dihydroxybutanedioic acid",FEWJPZIEWOKRBE-JCYAYHJZSA-N,9.9E+15
"3-oxapentane-1,5-diol",MTHSVFCYNBDYFN-UHFFFAOYSA-N,4.9E+03
hydroxybutanedioic acid,BJEPYKJPYRNKOW-UHFFFAOYSA-N,2.7E+08
2-ethoxyethanol,ZNQVEEAIQZEUHB-UHFFFAOYSA-N,8.9E+00
2-methoxy-1-propanol,YTTFFPATQICAQN-UHFFFAOYSA-N,5.5E+02
"1,1-dimethoxyethane",SPEUIVXLLWOEMJ-UHFFFAOYSA-N,1.5E-01
4-methylene-2-oxetanone,WASQWSOJHCZDFK-UHFFFAOYSA-N,1.6E-02
2(5H)-furanone,VIHAEDVKXSOUAT-UHFFFAOYSA-N,1.0E+00
"2,2'-bioxirane",ZFIVKAOQEXOYFY-UHFFFAOYSA-N,2.8E+02
butyrolactone,YEJRWHAVMIAJKC-UHFFFAOYSA-N,1.9E+02
ethyloxirane,RBACIKXCRWGCBB-UHFFFAOYSA-N,5.5E-02
"2,3-epoxy-2-methyl-1,4-butanediol",FLVAIUDBQNOKHB-UHFFFAOYSA-N,infinit
"2,3-epoxy-6-oxo-heptenal",YHZQHUOBDYTWMQ-UHFFFAOYSA-N,2.5E+03
3-hydroxy-2-butanone,ROWKJAVDOGWPAT-UHFFFAOYSA-N,5.7E-01
2-(vinyloxy)ethanol,VUIWJRYTWUGOOF-UHFFFAOYSA-N,3.9E+01
2-methyloxetane,FZIIBDOXPQOKBP-UHFFFAOYSA-N,1.2E-01
5-oxopentanoic acid,VBKPPDYGFUZOAJ-UHFFFAOYSA-N,3.9E+01
2-oxopentanedioic acid,KPGXRSRHYNQIFN-UHFFFAOYSA-N,9.9E+06
tetrahydro-2-furanmethanol,BSYVTEYKTMYBMK-UHFFFAOYSA-N,2.4E+03
xylose,PYMYPHUHKUWMLA-VPENINKCSA-N,8.2E+03
2-(2-methoxyethoxy)ethanol,SBASXUCJHJRPEV-UHFFFAOYSA-N,6.2E+05
"3,6-dioxaoctane-1,8-diol",ZIBGPFATKBEMQZ-UHFFFAOYSA-N,3.1E+05
2-oxepanone,PAPBSGBWRJIAAV-UHFFFAOYSA-N,5.5E-02
glycidyl ether,GYZLOYUZLJXAJU-UHFFFAOYSA-N,7.6E+02
4-hydroxy-4-methyl-2-pentanone,SWXVUIWOUIDPGS-UHFFFAOYSA-N,2.3E+03
1-propoxy-2-propanol,FENFUOGYJVOCRY-UHFFFAOYSA-N,2.9E+02
2-(2-ethoxyethoxy)ethanol,XXJWXESWEXIICW-UHFFFAOYSA-N,4.5E+02
"2,5,8-trioxanonane",SBZXBUIDTXKZTM-UHFFFAOYSA-N,1.9E+01
oxydipropanol,SZXQTJUDPRGNJN-UHFFFAOYSA-N,1.8E+03
$p$-benzoquinone,AZQWKYJCGOJGHM-UHFFFAOYSA-N,2.1E-02
5-hydroxymethylfurfural,NOEGNKMFWQHSLB-UHFFFAOYSA-N,1.8E+04
5-hydroxy-2-(hydroxymethyl)-4H-pyran-4-one,BEJNERDRQOWKJM-UHFFFAOYSA-N,4.1E+01
"2-hydroxy-1,2,3-propanetricarboxylic acid",KRKNYBCHXYNGOX-UHFFFAOYSA-N,3.0E+16
(butoxymethyl)oxirane,YSUQLAYJZDEMOT-UHFFFAOYSA-N,3.9E-01
"1-(1,1-dimethylethoxy)-2-propanol",GQCZPFJGIXHZMB-UHFFFAOYSA-N,2.1E+00
2-[2-(2-methoxyethoxy)ethoxy]ethanol,JLGLQAWTXXGVEM-UHFFFAOYSA-N,2.8E+08
2-methylp-benzoquinone,VTWDKFNVVLAELH-UHFFFAOYSA-N,5.2E+03
patulin,ZRWPUFFVAOMMNM-UHFFFAOYSA-N,9.0E+04
1-hydroxy-3-methoxybenzene,ASHGTJPOSUFTGB-UHFFFAOYSA-N,1.7E+02
mequinol,NWVVVBRKAWDGAB-UHFFFAOYSA-N,1.9E+01
1-hydroxy-2-methoxybenzene,LHGVFZTZFXWLCP-UHFFFAOYSA-N,7.7E+00
"1,4-dimethoxybenzene",OHBQPCCCRFSCAX-UHFFFAOYSA-N,2.8E-03
4-methyl-2-methoxyphenol,PETRWTHZSKVLRE-UHFFFAOYSA-N,7.7E+00
"1,3-dimethoxy-2-hydroxybenzene",KLIDCXVFHGNTTM-UHFFFAOYSA-N,3.7E+01
"hexahydro-1,3-isobenzofurandione",MUTGBJKUEZFXGO-UHFFFAOYSA-N,4.7E-01
1-methoxy-4-methylbenzene,CHLICZRVGGXEOD-UHFFFAOYSA-N,2.1E-03
dimethoxane,PHMNXPYGVPEQSJ-UHFFFAOYSA-N,8.0E+01
metaldehyde,GKKDCARASOJPNG-UHFFFAOYSA-N,1.9E-01
diethyl carbitol,RRQYJINTUHWNHW-UHFFFAOYSA-N,9.0E+01
2-[2-(2-ethoxyethoxy)ethoxy]ethanol,WFSMVVDJSNMRAR-UHFFFAOYSA-N,2.1E+08
tetraethylene glycol,UWHCKJMYHZGTIT-UHFFFAOYSA-N,1.8E+13
vanillin,MWOOGOJBHIARFG-UHFFFAOYSA-N,4.7E+03
ethylparaben,NUVBSKCKDOMJSU-UHFFFAOYSA-N,2.1E+03
ethyl vanillin,CBOQJANXLMLOSS-UHFFFAOYSA-N,1.2E+04
1-phenoxypropan-2-ol,IBLKWZIFZMJLFL-UHFFFAOYSA-N,3.4E+02
triacetin,URAYPUMNDPQOKB-UHFFFAOYSA-N,8.2E+02
tripropylene glycol,LCZVSXRMYJUNFX-UHFFFAOYSA-N,3.0E+09
coumarin,ZYGHJZDHTFUPRJ-UHFFFAOYSA-N,1.0E+02
"5-(1-propenyl)-1,3-benzodioxole",VHVOLFRBFDOUSH-UHFFFAOYSA-N,2.7E-04
safrole,ZMQAAUBTXCXRIC-UHFFFAOYSA-N,1.1E+00
"5-propyl-1,3-benzodioxole",MYEIDJPOUKASEC-UHFFFAOYSA-N,8.2E-01
2-methoxy-4-(1-propenyl)phenol,BJIOGJUNALELMI-UHFFFAOYSA-N,2.7E+00
$p$-cresyl glycidyl ether,CUFXMPWHOWYNSO-UHFFFAOYSA-N,1.3E+01
4-(4-hydroxyphenyl)-2-butanone,NJGBTKGETPDVIK-UHFFFAOYSA-N,1.8E+04
guaifenesin,HSRJKNPTNIJEKV-UHFFFAOYSA-N,2.2E+05
levomenthol,NOOLISFMXDJSKH-AEJSXWLSSA-N,6.6E-01
diethylene glycol hexyl ether,GZMAAYIALGURDQ-UHFFFAOYSA-N,5.8E+02
2-[2-(2-butoxyethoxy)ethoxy]ethanol,COBPKKZHLDDMTB-UHFFFAOYSA-N,1.0E+08
"4-methoxy-6-(2-propenyl)-1,3-benzodioxole",BNWJOHGLIBDBOB-UHFFFAOYSA-N,1.8E+01
butylparaben,QFOHBWFCKVYLES-UHFFFAOYSA-N,1.2E+03
2-{\it tert}-butyl-4-methoxyphenol,MRBKEAMVRSLQPH-UHFFFAOYSA-N,8.4E+00
3-hydroxy-2-naphthalenecarboxylic acid,ALKYHXVLJMQRLQ-UHFFFAOYSA-N,7.0E+03
arbutin,BJRNKVDFDLYUGJ-RMPHRYRLSA-N,8.2E+13
butopyronoxyl,OKIJSNGRQAOIGZ-UHFFFAOYSA-N,2.1E+02
diethylene glycol bis(methacrylate),XFCMNSHQOZQILR-UHFFFAOYSA-N,1.2E+04
dikegulac,FWCBATIDXGJRMF-FLNNQWSLSA-N,5.2E+10
propofol,OLBCVFGFOZPWHH-UHFFFAOYSA-N,4.7E+00
lactitol,VQHSOMBJVWLPSR-JVCRWLNRSA-N,1.2E+16
maltitol,VQHSOMBJVWLPSR-WUJBLJFYSA-N,2.3E+15
naphthalic anhydride,GRSMWKLPSNHDHA-UHFFFAOYSA-N,1.6E+01
methoxsalen,QXKHYNVANLEOEG-UHFFFAOYSA-N,2.5E+02
bisphenol F,PXKLMJQFEQBVLD-UHFFFAOYSA-N,1.9E+06
ibuprofen,HEFNNWSXXWATRW-UHFFFAOYSA-N,6.6E+01
benzoyl peroxide,OMPJBNCRMGITSC-UHFFFAOYSA-N,2.8E+00
oxybenzone,DXGLGDHPHMLXJC-UHFFFAOYSA-N,6.6E+02
resveratrol,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,7.0E+10
pindone,RZKYEQDPDZUERB-UHFFFAOYSA-N,1.1E+06
"1,1'-[oxybis(methylene)]bisbenzene",MHDVGSVTJDSBDK-UHFFFAOYSA-N,1.2E+02
"butanoic acid, 3,3-bis((1,1-dimethylethyl)dioxy)-, ethyl ester",HARQWLDROVMFJE-UHFFFAOYSA-N,5.0E+00
"1-hydroxy-9,10-anthracenedione",BTLXPCBPYBNQNR-UHFFFAOYSA-N,1.4E+03
danthron,QBPFLULOKWLNNW-UHFFFAOYSA-N,1.8E+05
bisphenol A,IISBACLAFKSPIT-UHFFFAOYSA-N,2.5E+05
atractylenolide III,FBMORZZOJSDNRQ-GLQYFDAESA-N,1.0E+03
deoxynivalenol,LINOMUASTDIRTM-WHNKEALZSA-N,4.9E+08
nivalenol,UKOTXHQERFPCBU-UHFFFAOYSA-N,1.4E+10
tributyrin,UYXTWWCETRIEDR-UHFFFAOYSA-N,1.0E+03
diosmetin,MBNGWHIJMBWFHU-UHFFFAOYSA-N,3.3E+12
shikonin,NEZONWMXZKDMKF-SNVBAGLBSA-N,1.2E+09
"2,2-bis(4-hydroxyphenyl)butane",HTVITOHKHWFJKO-UHFFFAOYSA-N,8.2E+05
"ethyl 3,3-bis({\it tert}-amylperoxy)butyrate",NICWAKGKDIAMOD-UHFFFAOYSA-N,2.9E+00
aflatoxin B1,OQIQSTLJSLGHID-UHFFFAOYSA-N,7.0E+07
aflatoxin G1,XWIYFDMXXLINPU-UHFFFAOYSA-N,2.0E+07
aflatoxin B2,WWSYXEZEXMQWHT-UHFFFAOYSA-N,3.3E+09
aflatoxin G2,WPCVRWVBBXIRMA-UHFFFAOYSA-N,9.0E+08
bisphenol C,YMTYZTXUZLQUSF-UHFFFAOYSA-N,9.0E+05
PR-toxin,GSPFUBNBRPVALJ-VIEAGMIOSA-N,1.6E+08
fusarenon X,XGCUCFKWVIWWNW-UHFFFAOYSA-N,2.1E+11
dihydrotanshinone I,HARGZZNYNSYSGJ-JTQLQIEISA-N,7.6E+04
diethylstilbestrol,RGLYKWWBQGJZGM-ISLYRVAYSA-N,1.7E+02
estrone,DNXHEGUUPJUMQT-UHFFFAOYSA-N,2.6E+04
estradiol,VOXZDWNPVJITMN-AWDGRILASA-N,2.7E+05
estriol,PROQIPRRNZUXQM-PVGHXWSTSA-N,7.6E+06
nandrolone,NPAGDVCDWIYMMC-SVXFNXITSA-N,3.7E+03
diofenolan,ZDOOQPFIGYHZFV-UHFFFAOYSA-N,1.5E+02
dicumarol,DOBMPNYZJYQDGZ-UHFFFAOYSA-N,7.0E+07
coumatetralyl,ULSLJYXHZDTLQK-UHFFFAOYSA-N,1.7E+08
warfarin,PJVWKTKQMONHTI-UHFFFAOYSA-N,3.7E+04
tanshinone II,HYXITZLLTYIPOF-UHFFFAOYSA-N,2.0E+03
gibberellic acid,IXORZMNAPKEEDV-UHFFFAOYSA-N,6.2E+09
prallethrin,SMKRKQBMYOFFMU-UHFFFAOYSA-N,6.2E+00
testolactone,BPEWUONYVDABNZ-LHXSAFEUSA-N,1.6E+02
androstenedione,AEMFNILZOJDQLW-JRCHKSGSSA-N,2.7E+02
diacetoxyscirpenol,AUGQEEXBDZWUJY-UHFFFAOYSA-N,1.0E+11
testosterone,MUMGGOZAMZWBJJ-JZJKZLICSA-N,2.8E+03
5$\alpha$-androst-16-en-4-one,HFVMLYAGWXSTQI-QYXZOKGRSA-N,3.4E-02
oxandrolone,QSLJIVKCVHQPLV-WPMSWULFSA-N,4.3E+02
piperonyl butoxide,FIPWRIJSWJWJAI-UHFFFAOYSA-N,1.1E+05
methoprene,NFGXHKASABOEEW-LDRANXPESA-N,1.4E+00
fluorescein,GNBHRKFJIUUOQI-UHFFFAOYSA-N,1.1E+11
phenolphthalein,KJFMBFZCATUALV-UHFFFAOYSA-N,1.1E+10
avobenzone,XNEFYCZVKIDDMS-UHFFFAOYSA-N,4.9E+04
ethinyl estradiol,BFPYWIDHMRZLRN-UHFFFAOYSA-N,1.2E+06
norethynodrel,ICTXHFFSOAJUMG-CEVCPLMDSA-N,7.6E+03
norethindrone,VIKNJXKGJWUCNN-BROHZWGRSA-N,1.7E+04
methandrostenolone,XWALNWXLMVGSFR-NSDIEPNESA-N,4.5E+03
cinerin I,FMTFEIJHMMQUJI-FPLPWBNLSA-N,1.0E+01
17-methyltestosterone,GCKMFJBGXUYNAG-NSDIEPNESA-N,2.1E+03
drostanolone,IKXILDNPCZPPRV-UHFFFAOYSA-N,1.2E+03
curcumin,VFLDPWHFBUODDF-FCXRPNKRSA-N,1.4E+16
bisphenol A diglycidyl ether,LCFVJGUPQDGYKZ-UHFFFAOYSA-N,2.2E+05
mestranol,IMSSROKUHAOUJS-ALAWOQLPSA-N,2.2E+03
prednisone,XOFYZVNMUHMLCC-NUBBXXJJSA-N,3.5E+04
norgestrel,WWYNJERNGUHSAO-ZUHHCLADSA-N,1.3E+04
levonorgestrel,WWYNJERNGUHSAO-XUDSTZEESA-N,1.3E+04
pyrethrin I,ROVGZAWFACYCSP-CMDGGOBGSA-N,2.2E-01
cinerin II,SHCRDCOTRILILT-WOBDGSLYSA-N,1.1E+04
prednisolone,OIGNJSKKLXVSLS-UHFFFAOYSA-N,3.7E+02
dronabinol,CYQFCXCEBYINGO-UHFFFAOYSA-N,4.1E+01
progesterone,RJKFOVLPORLFTN-UHFFFAOYSA-N,1.5E+02
hydrocortisone,JYGXADMDTFJGBT-NDNUHCHRSA-N,1.7E+02
calusterone,IVFYLRMMHVYGJH-UHFFFAOYSA-N,1.6E+03
oxymetholone,ICMWWNHDUZJFDW-RCXBLOTCSA-N,6.6E+03
resmethrin,VEMKTZHHVJILDY-UHFFFAOYSA-N,7.6E+01
pyrethrin II,VJFUPGQZSXIULQ-VKTMSVCMSA-N,4.5E+02
methylprednisolone,VHRSUDSXCMQTMA-UHFFFAOYSA-N,2.7E+02
medroxyprogesterone,FRQMUZJSZHZSGN-HBNHAYAOSA-N,7.6E+02
dimethirimol,VNKCZJKGJAEOCW-WXUKJITCSA-N,2.3E+10
rotenone,JUVIOZPCNVVQFO-UHFFFAOYSA-N,8.8E+07
phenothrin,SBNFWQZLDJGRLK-UHFFFAOYSA-N,1.5E+00
spiromesifen,GOLXNESZZPUPJE-UHFFFAOYSA-N,1.8E-02
digoxigenin,SHIBSTMRCDJXLN-KCZCNTNESA-N,4.3E+05
annatto,ZVKOASAVGLETCT-LRRSNBNMSA-N,1.5E+11
acequinocyl,QDRXWCAVUNHOGA-UHFFFAOYSA-N,1.0E+01
T-2 mycotoxin,SSHHYBPAMCLKRH-UHFFFAOYSA-N,1.8E+12
milk thistle extract,SEBFKMXJBCUCAI-VGHNRKBZSA-N,6.2E+17
simvastatin,RYMZZMVNJRMUDD-UHFFFAOYSA-N,3.5E+04
calcitriol,GMRQFYUYWCNGIN-NKMMMXOESA-N,3.2E+01
paricalcitol,BPKAHTKRCLCHEA-UBFJEZKGSA-N,2.6E+01
cholecalciferol,QYSXJUFSXHHAJI-SMGPGMQOSA-N,4.3E-02
cholesterol,HVYWMOMLDIMFJA-VUDDDUNTSA-N,5.8E-02
ergosterol,DNVPQKQSNYMLRS-CVGROQQCSA-N,6.2E-02
dihydrotachysterol,DTSXXSAWQHPLEF-GFVAUXBKSA-N,2.7E-02
etoposide,VJJPUSNTGOMMGY-KWGSHVRASA-N,5.8E+24
stigmasterol,HCXVJBMSMIARIN-BASBAMEESA-N,3.8E-02
pseudohypericin,YXBUQQDFTYOHQI-UHFFFAOYSA-N,5.5E+23
gossypol,QBKSWRVVCFFDOT-UHFFFAOYSA-N,4.3E+22
maslinic acid,MDZKJHQSJHYOHJ-LLICELPBSA-N,2.8E+05
difenacoum,FVQITOLOYMWVFU-UHFFFAOYSA-N,7.0E+06
nonoxynol 9,FBWNMEQMRUMQSO-UHFFFAOYSA-N,1.8E+16
azadirachtin,FTNJWQUOZFUQQJ-GWTPYEAISA-N,3.5E+19
monensin,GAOZTHIDHYLHMS-LXKLZWMJSA-N,4.9E+18
gossyplure,BXJHOKLLMOYSRQ-QOXWLJPHSA-N,6.6E-02
capsanthin,VYIRVAXUEZSDNC-RDJLEWNRSA-N,3.4E+02
digitoxin,WDJUZGPOPHTGOT-UCKSZOHFSA-N,7.6E+19
digoxin,LTMHDMANZUZIPE-PUGKRICDSA-N,2.1E+21
pyrethrum,VXSIXFKKSNGRRO-YWUDCVDHSA-N,1.5E+01
punicalagin,SKNLUADAGHCXKF-UHFFFAOYSA-N,5.5E+10
abamectin,RRZXIRBKKLTSOM-IGNCFFBFSA-N,7.0E+03
notoginsenoside R1,ZBXDHDDTAIOMHK-UWGJVBKGSA-N,6.6E+25
triolein,PHYFQTYBJUILEZ-IUPFWZBJSA-N,1.0E-02
tristearin,DCXXMTOCNZCJGO-UHFFFAOYSA-N,7.0E-03
cyanamide,XZMCDFZZKTWFGF-UHFFFAOYSA-N,3.7E+04
methylhydrazine,HDZGCSFEDULWCS-UHFFFAOYSA-N,3.3E+00
methanamine,BAVYZALUXZFZLV-UHFFFAOYSA-N,3.5E-01
ethanamine,QUSNBJAOOMFDIB-UHFFFAOYSA-N,3.5E-01
"1H-1,2,4-triazole",NSPMIYGKQJPBQR-UHFFFAOYSA-N,6.6E+00
dicyandiamide,QGBSISYHAICWAH-UHFFFAOYSA-N,4.3E+04
ethylenimine,NOWKCMXCCJGMRR-UHFFFAOYSA-N,8.2E-01
"1,2-dimethylhydrazine",DIIIISSCIXVANO-UHFFFAOYSA-N,1.8E+00
"1,1-dimethylhydrazine",RHUYHJGZWVXEHW-UHFFFAOYSA-N,7.6E-01
1-propanamine,WGYKZJWCGVVSQN-UHFFFAOYSA-N,5.0E-01
2-propanamine,JJWLVOIRVHMVIS-UHFFFAOYSA-N,2.2E-01
propanedinitrile,CUONGYYJJVDODC-UHFFFAOYSA-N,7.8E+02
1-butanamine,HQABUPZFAYXKJW-UHFFFAOYSA-N,5.6E-01
2-butanamine,BHRZNVHARXXAHW-UHFFFAOYSA-N,4.0E-01
2-methyl-1-propanamine,KDSNLYIMUZNERS-UHFFFAOYSA-N,7.2E-01
2-methyl-2-propanamine,YBRBMKDOPFTVDT-UHFFFAOYSA-N,2.8E-01
"1,2-diethylhydrazine",YCBOYOYVDOUXLH-UHFFFAOYSA-N,8.2E+01
"N-(2-aminoethyl)-1,2-ethanediamine",RPNUMPOLZDHAAY-UHFFFAOYSA-N,9.9E+08
butanedinitrile,IAHFWCOBPZCAEA-UHFFFAOYSA-N,1.5E+03
2-methyl-1H-imidazole,LXBGSDVWAMZHDD-UHFFFAOYSA-N,2.2E+00
4-methyl-1H-imidazole,XLSZMDLNRCVEIJ-UHFFFAOYSA-N,2.4E+00
1-pentanamine,DPBLXKKOBLCELK-UHFFFAOYSA-N,4.0E-01
3-methyl-1-butanamine,BMFVGAAISNGQNM-UHFFFAOYSA-N,2.2E-01
1-hexanamine,BMVXCPBXGZKUPN-UHFFFAOYSA-N,3.2E-01
"1,6-hexanediamine",NAQMVNRVTILPCV-UHFFFAOYSA-N,3.1E+03
"N,N'-methanetetraylbis-2-propanamine",BDNKZNFMNDZQMI-UHFFFAOYSA-N,9.9E-03
4-methyl-2-hexanamine,YAHRDLICUYEDAU-UHFFFAOYSA-N,2.3E-01
1-heptanamine,WJYIASZWHGOTOU-UHFFFAOYSA-N,2.4E-01
1-octanamine,IOQPZZOEVPZRBK-UHFFFAOYSA-N,1.9E-01
2-ethyl-1-hexanamine,LTHNHFOGQMKPOV-UHFFFAOYSA-N,3.7E-01
1-tridecanamine,ABVVEAHYODGCLZ-UHFFFAOYSA-N,9.0E-02
dimethylamine,ROSDSFDQCJNGOL-UHFFFAOYSA-N,3.0E-01
diethylamine,HPNMFZURTQLUMO-UHFFFAOYSA-N,3.9E-01
dipropylamine,WEHWNAOGRSTTBQ-UHFFFAOYSA-N,1.9E-01
N-methylpropanamine,GVWISOJSERXQBM-UHFFFAOYSA-N,1.9E-01
N-methyl-2-propanamine,XHFGWHUWQXTGAT-UHFFFAOYSA-N,1.4E-01
N-(1-methylethyl)-2-propanamine,UAOMVDZJSHZZME-UHFFFAOYSA-N,6.2E-02
"N,N-dipropyl-1-propanamine",YFTHZRPMJXBUME-UHFFFAOYSA-N,2.6E-02
