1,2
C 10 H20,3.3×10−6
[872-05-9],4.2 10−6×
1-undecene,6.7 10−6×
C11H22,2.2×10−6
[821-95-4],
1-dodecene,2.3×10
C 12 H24,1.5×10−6
[112-41-4],
"2,2,4,6,6-pentamethyl-3-heptene",3.6 10−6×
C 12 H24,5.2 ×10−7
[123-48-8],1.8 ×10−5
1-tridecene,3.8×10−6
C13H26,
[2437-56-1],
1-tetradecene,1.2 10−6×
C14H28,
[1120-36-1],
"1,2-butadiene",1.0×10−4
C4H6,1.1×10−4
[590-19-2],
"1,3-butadiene",1.3 −4×10
C 4 H6,1.4 ×10−4
[106-99-0],1.4 10−4×
"2-methyl-1,3-butadiene",1.3 10−4×
C5H8,3.4×10−4
(isoprene),2.9×10−4
[78-79-5],1.3 10−4×
"1,2-pentadiene",9.7×10
C5H8,
[591-95-7],
"1,3-pentadiene",1.4 10−4×
C5H8,
[504-60-9],
"(E)-1,3-pentadiene",8.2 ×10−5
C5H8,
[2004-70-8],
"1,4-pentadiene",8.3×10−5
C5H8,8.4×10−5
[591-93-5],8.4×10−5
"2,3-pentadiene",1.1 10−4×
C5H8,
[591-96-8],
"1,4-hexadiene",8.4×10−5
C6H10,
[592-45-0],
"1,5-hexadiene",6.9 10−5×
C6H10,6.7×10−5
[592-42-7],7.3 10−5×
"2,3-dimethyl-1,3-butadiene",2.0×10−4
C 6 H10,2.0 ×10−4
[513-81-5],2.0 10−4×
"1,6-heptadiene",4.6×10−5
C7H12,
[3070-53-9],
1-methylcyclopropene,2.5 10−4×
C4H6,
[3100-04-7],
cyclopentene,2.3×10
C 5 H8,1.5 ×10−4
[142-29-0],1.5×10−4
cyclohexene,3.3×10−4
C6H10,2.5 ×10−4
[110-83-8],2.2 ×10−4
1-methylcyclopentene,2.4×10−4
C6H10,
[693-89-0],
cycloheptene,2.6 10−4×
C7H12,2.0×10−4
[628-92-2],1.3 ×10−4
1-methylcyclohexene,1.2 10−4×
C 6 H9CH3,1.3×10−4
[591-49-1],1.9×10−4
"1,1,2,3,3-pentamethyl-2,3,4,5,6,7-",2.5 ×10−5
hexahydro-1H-indene,
C14H24,2.5×10−6
[33704-59-5],1.1×10−3
"1,3-cyclopentadiene",4.7 10−4×
C5H6,1.2×10−3
[542-92-7],
"1,3-cyclohexadiene",1.1×10−3
C6H8,
[592-57-4],
"1,4-cyclohexadiene",1.1 10−3×
C6H8,9.7 ×10−4
"(1,4-dihydrobenzene)",1.0×10−3
[628-41-1],8.0×10−4
"1,3-cycloheptadiene",6.2×10
C7H10,
[4054-38-0],
"1,3,5-cycloheptatriene",
C7H8,2.1×10−3
[544-25-2],2.1 10−3×
"1,5-cyclooctadiene",3.8×10−4
C8H12,
[111-78-4],
1-ethenylcyclohexene,7.7×10−4
C8H12,
[2622-21-1],
4-ethenylcyclohexene,2.2×10−4
C8H12,1.8×10−4
[100-40-3],
"1,3,5,7-cyclooctatetraene",3.6 ×10−2
C8H8,
[629-20-9],
"3a,4,7,7a-tetrahydro-4,7-methano-1H-",1.6×10−4
indene,
C 10 H12,2.8×10−5
(dicyclopentadiene),
[77-73-6],
"1,5,9-cyclododecatriene",3.3 ×10−4
C12H18,
[4904-61-4],
ethyne,4.1×10−4
C2H2,4.1×10−4
(acetylene),4.1 10−4×
[74-86-2],4.1 10−4×
propyne,9.0×10−4
CH3CCH,7.7×10−4
[74-99-7],6.7 10−4×
1-butyne,5.2 ×10−4
C2H5CCH,7.5×10−4
(ethylacetylene),7.2 10−4×
[107-00-6],5.2 10−4×
2-butyne,1.9 10−3×
C4H6,
[503-17-3],
1-pentyne,4.0 ×10−4
C3H7CCH,4.0×10−4
[627-19-0],4.0 10−4×
2-pentyne,1.1 10−3×
C5H8,
[627-21-4],
1-hexyne,2.4×10
C4H9CCH,2.4×10−4
[693-02-7],2.5×10−4
2-hexyne,5.8 10−4×
C6H10,
[764-35-2],
3-hexyne,6.0 10−4×
C6H10,
[928-49-4],
1-heptyne,1.3 10−4×
C 5 H 11CCH,2.2 ×10−4
[628-71-7],1.5 ×10−4
1-octyne,1.3 ×10−4
C 6 H13CCH,1.3×10−4
[629-05-0],1.2 10−4×
2-octyne,2.2×10−4
C8H14,
[2809-67-8],
1-nonyne,6.9 10−5×
C7H15CCH,6.9×10−5
[3452-09-3],4.4×10−5
3-buten-1-yne,3.7×10−4
CH2CHCCH,3.8×10−4
(vinylacetylene),3.4 ×10−4
[689-97-4],1.1 10−3×
butadiyne,2.0×10
C 4 H2,8.6×10−3
(biacetylene),1.9 ×10−3
[460-12-8],
benzene,1.7×10−3
C6H6,1.6 ×10−3
[71-43-2],1.8 ×10−3
benzene-d6,1.8×10−3
C6D6,1.6×10−3
[1076-43-3],
methylbenzene,1.5 ×10−3
C6H5CH3,1.5×10−3
(toluene),1.5 ×10−3
[108-88-3],1.5 ×10−3
methylbenzene-d8,2.0 10−3×
C6D5CD3,
(toluene-d8),
[2037-26-5],
"1,2-dimethylbenzene",2.4 ×10−3
C6H4(CH3)2,2.0 ×10−3
(o-xylene),1.9 10−3×
[95-47-6],2.0 10−3×
"1,2-dimethylbenzene-d10",3.0×10−3
C6D4(CD3)2,
(o-xylene-d10),
[56004-61-6],
"1,3-dimethylbenzene",1.4 −3×10
C 6 H 4 (CH 3 )2,1.3 ×10−3
(m-xylene),1.4 10−3×
[108-38-3],1.3×10−3
"1,4-dimethylbenzene",1.9×10
C6H4(CH3)2,1.3×10−3
(p-xylene),1.3 ×10−3
[106-42-3],1.4 ×10−3
"1,2,3-trimethylbenzene",2.7 10−3×
C6H3(CH3)3,3.1×10−3
[526-73-8],2.4 ×10−3
"1,2,4-trimethylbenzene",1.7 10−3×
C6H3(CH3)3,1.7×10−3
[95-63-6],3.2 ×10−3
"1,3,5-trimethylbenzene",1.7 10−3×
C 6 H 3 (CH 3 )3,2.3 ×10−3
(mesitylene),2.0 ×10−3
[108-67-8],1.5×10−3
"1,2,3,5-tetramethylbenzene",1.2×10
C10H14,2.2×10−3
[527-53-7],2.2×10−3
"1,2,4,5-tetramethylbenzene",3.9×10−4
C10H14,3.9×10−4
[95-93-2],3.9 ×10−4
ethylbenzene,1.4 10−3×
C6H5C2H5,1.3 ×10−3
[100-41-4],1.2 ×10−3
ethylbenzene-d10,2.0 10−3×
C6D5C2D5,
[25837-05-2],
"1,2-diethylbenzene",3.8×10−3
C10H14,1.2 ×10−3
(o-diethylbenzene),1.3 10−3×
[135-01-3],
"1,3-diethylbenzene",1.1 10−3×
C10H14,3.8×10−3
(m-diethylbenzene),9.7 ×10−4
[141-93-5],
"1,4-diethylbenzene",1.4 10−3×
C10H14,1.1×10−3
(p-diethylbenzene),
[105-05-5],7.9 10−4×
propylbenzene,1.4×10
C6H5C3H7,1.9 ×10−3
[103-65-1],1.5 10−3×
(2-propyl)-benzene,1.2×10−3
C6H5C3H7,7.7×10−3
(isopropylbenzene; cumene),1.4×10−3
[98-82-8],1.0 10−3×
1-ethyl-2-methylbenzene,2.3 10−3×
C6H4CH3C2H5,1.9×10−3
(o-ethyltoluene),1.9 10−3×
[611-14-3],1.9×10−3
1-ethyl-3-methylbenzene,1.3 10−3×
C6H4CH3C2H5,
(m-ethyltoluene),
[620-14-4],
1-ethyl-4-methylbenzene,2.0 ×10−3
C6H4CH3C2H5,2.0 ×10−3
(p-ethyltoluene),2.0×10−3
[622-96-8],2.0×10−3
butylbenzene,7.7×10−4
C6H5C4H9,2.0×10−3
[104-51-8],7.4 ×10−4
(1-methylpropyl)-benzene,7.1×10
C6H5C4H9,1.3 ×10−3
(sec-butylbenzene),7.5 10−4×
[135-98-8],5.5×10−4
(2-methylpropyl)-benzene,3.0×10−4
C6H5C4H9,3.0×10−4
(isobutylbenzene),3.0 10−4×
[538-93-2],3.0 10−4×
"(1,1-dimethylethyl)-benzene",8.3×10−4
C6H5C4H9,1.6×10−3
(tert-butylbenzene),9.4 10−4×
[98-06-6],7.5 ×10−4
1-methyl-2-(1-methylethyl)-benzene,9.0 ×10−4
C10H14,1.2×10−3
(o-cymene),
[527-84-4],
1-methyl-3-(1-methylethyl)-benzene,1.4 10−3×
C10H14,9.0×10−4
(m-cymene),8.6×10−4
[535-77-3],
1-methyl-4-(1-methylethyl)-benzene,1.3 ×10−3
C10H14,1.8×10−3
(p-cymene; p-isopropyltoluene),1.0 10−3×
[99-87-6],9.0 ×10−4
4-tert-butyltoluene,6.4×10−4
C11H16,6.4×10−4
[98-51-1],5.2 10−4×
pentylbenzene,1.7 10−3×
C6H5C5H11,6.1−4×10
[538-68-1],5.9×10−4
pentamethylbenzene,7.7 ×10−3
C11H16,
[700-12-9],
"(1,1-dimethylpropyl)-benzene",5.4 10−4×
C6H5C5H11,9.9 ×10−4
(tert-amylbenzene),5.1 10−4×
[2049-95-8],
hexylbenzene,4.6 ×10−4
C6H5C6H13,4.6×10−4
[1077-16-3],4.5 10−4×
hexamethylbenzene,8.6 ×10−3
C12H18,
[87-85-4],
4-tert-butyl-o-xylene,5.8 10−4×
C 12 H18,7.2 ×10−4
[7397-06-0],9.0 10−4×
"1-(1,1-dimethylethyl)-3,5-",5.8×10
dimethylbenzene,
C12H18,4.5 ×10−4
[98-19-1],7.7 10−4×
diisopropylbenzene,4.8×10−4
C12H18,
[25321-09-9],
heptylbenzene,2.2×10−2
C6H5C7H15,3.9×10−4
[1078-71-3],
"5-tert-butyl-1,2,3-trimethylbenzene",5.3 10−4×
C13H20,9.2×10−4
[98-23-7],9.0 10−4×
octylbenzene,5.4×10−2
C6H5C8H17,3.2×10−4
[2189-60-8],
"3,5-di-tert-butyltoluene",3.7×10−3
C15H24,
[15181-11-0],
"1,3,5-tris(1-methylethyl)benzene",2.5 10−4×
C15H24,1.8×10−4
[717-74-8],5.2 ×10−4
ethyl(phenylethyl)-benzene,1.1×10−2
C16H18,1.2×10−2
[64800-83-5],6.4 ×10−2
1-phenyldecane,1.3×10−4
C 16 H26,1.3×10−4
[104-72-3],1.4 10−4×
4-(1-phenylethyl)-m-xylene,1.3×10−2
C16H18,1.6 ×10−2
[6165-52-2],5.2×10−2
undecylbenzene,9.9×10−5
C17H28,
[6742-54-7],
dodecylbenzene,7.6×10
C18H30,
[123-01-3],
tridecylbenzene,5.5 ×10−5
C19H32,
[123-02-4],
tetradecylbenzene,4.2×10−5
C20H34,
[1459-10-5],
pentadecylbenzene,1.2×10−5
C21H36,
[2131-18-2],
ethenylbenzene,2.7 −3×10
C8H8,4.4×10−3
(styrene),3.4 10−3×
[100-42-5],3.8×10−3
(E)-1-propenylbenzene,2.9 ×10−3
C9H10,
[873-66-5],
1-propenylbenzene,3.7 10−3×
C9H10,
[637-50-3],
2-propenylbenzene,1.4×10−3
C9H10,2.2×10−3
(allylbenzene),2.9×10−3
[300-57-2],
1-ethenyl-3-methylbenzene,3.1×10−3
C 9 H10,2.6×10−3
(m-methylstyrene),
[100-80-1],
1-ethenyl-4-methylbenzene,3.1×10
C9H10,3.4 ×10−3
(p-methylstyrene),3.5 10−3×
[622-97-9],
(1-methylethenyl)-benzene,3.8 10−3×
C9H10,3.3×10−3
(α-methyl styrene),2.4 −3×10
[98-83-9],
phenylacetylene,3.9×10−3
C8H6,
[536-74-3],
α-methylstyrene dimer,1.1×10−2
C18H20,5.7×10−3
[6144-04-3],7.2×10−3
1-methyl-4-(1-methylethyl)-,5.6 ×10−6
cyclohexane,
C10H20,
(p-menthane),
[99-82-1],
α-pinene,2.9 10−4×
C10H16,7.4×10−5
[80-56-8],5.8 10−4×
β-pinene,1.6×10−4
C 10 H16,1.5 ×10−4
[127-91-3],4.9 ×10−4
"1-methyl-4-(1-methylethyl)-1,3-",2.9×10
cyclohexadiene,
C 10 H16,4.5 ×10−4
(α-terpinene),2.8×10−4
[99-86-5],5.1 10−4×
"1-methyl-4-(1-methylethyl)-1,4-",3.8×10−4
cyclohexadiene,
C10H16,3.8×10−4
(γ -terpinene),2.8×10−4
[99-85-4],5.4×10−4
1-methyl-4-(1-methylethenyl)-,4.8×10−4
cyclohexene,
C10H16,7.0×10−4
(limonene),7.0×10−4
[138-86-3],3.1 10−4×
(R)-1-methyl-4-(1-methylethenyl)-,2.6×10−4
cyclohexene,
C 10 H16,3.5×10−4
(R-(+)-limonene; D-limonene),3.9 ×10−4
[5989-27-5],3.8×10−4
(S)-1-methyl-4-(1-methylethenyl)-,3.5 10−4×
cyclohexene,
C10H16,
(S-(-)-limonene),
[5989-54-8],
"3,7,7-trimethyl-bicyclo[4.1.0]hept-3-",1.6 10−4×
ene,
C10H16,7.3×10−5
(3-carene),7.3×10−5
[13466-78-9],
"7-methyl-3-methylene-1,6-octadiene",8.7 10−4×
C 10 H16,1.1 ×10−4
(myrcene),1.6 10−4×
[123-35-3],7.2 ×10−4
1-methyl-4-(1-methylethylidene)-,3.8 10−4×
cyclohexene,
C10H16,7.0×10−4
(α-terpinolene),3.7 ×10−4
[586-62-9],3.8 10−4×
"2-methyl-5-(1-methylethyl)-1,3-",1.8 ×10−4
cyclohexadiene,
C 10 H16,1.8 ×10−4
(α-phellandrene),1.4×10−4
[99-83-2],
3-methylene-6-(1-methylethyl)-,1.8×10−4
cyclohexene,
C10H16,1.8×10−4
(β-phellandrene),1.8 10−4×
[555-10-2],
"3,7-dimethyl-1,3,6-octatriene",4.0×10−4
C10H16,
(β-ocimene),
[13877-91-3],
"(Z)-3,7-dimethyl-1,3,6-octatriene",4.0 10−4×
C10H16,
(cis-β-ocimene),
[3338-55-4],
"(E)-3,7-dimethyl-1,3,6-octatriene",3.0 10−4×
C10H16,
(trans-β-ocimene),
[3779-61-1],
"2,2-dimethyl-3-methylene-",1.0 10−4×
bicyclo[2.2.1]heptane,
C10H16,3.1×10−4
(camphene),6.3 10−4×
[79-92-5],
4-methylene-1-(1-methylethyl)-,1.6×10−4
bicyclo[3.1.0]hexane,
C 10 H16,1.6×10−4
(sabinene),
[3387-41-5],
"tricyclo[3.3.1.1(3,7)]decane",8.0 ×10−4
C10H16,1.1×10−4
(adamantane),
[281-23-2],
"bis(1-methylethyl)-1,1’-biphenyl",4.5 10−3×
C18H22,6.4×10−3
[36876-13-8],5.0 10−3×
"1,1-bis(3,4-dimethylphenyl)ethane",1.0×10
C18H22,1.8×10−2
[1742-14-9],6.5×10−2
1-benzyl-2-(2-methylbenzyl)benzene,2.1 ×10−1
C21H20,2.5×10−1
[100404-06-6],1.4
"2,5-dibenzyltoluene",2.1 10−1×
C21H20,2.9×10−1
[56310-11-3],4.5
biphenyl,3.6 ×10−2
(C6H5)2,3.4×10−2
[92-52-4],
"2-methyl-1,1’-biphenyl",2.2 10−2×
C 13 H12,1.0 ×10−2
[643-58-3],
"3-methyl-1,1’-biphenyl",1.5 ×10−2
C13H12,
[643-93-6],
"4-methyl-1,1’-biphenyl",1.6×10
C13H12,
[644-08-6],
diphenylmethane,7.6 10−2×
C13H12,1.1
"(1,1’-methylenebisbenzene)",1.1
[101-81-5],4.5 ×10−2
"1,2-diphenylethane",5.9 ×10−2
C14H14,5.9×10−2
(dibenzyl),5.9×10−2
[103-29-7],
o-terphenyl,1.6 ×10−1
C18H14,3.1×10−1
[84-15-1],8.2 10−2×
m-terphenyl,2.8
C18H14,
[92-06-8],
p-terphenyl,
C 18 H14,2.9 ×10−1
[92-94-4],3.1 ×10−1
indene,6.2×10−3
C9H8,
[95-13-6],
5-ethylidene-2-norbornene,7.6 ×10−5
C9H12,
[16219-75-3],
azulene,1.5 10−1×
C10H8,
[275-51-4],
naphthalene,2.1 10−2×
C 10 H8,2.2 ×10−2
[91-20-3],2.2 10−2×
naphthalene-d8,3.5 10−2×
C10D8,
[1146-65-2],
1-methylnaphthalene,2.2×10
C10H7CH3,2.2×10−2
[90-12-0],4.4×10−2
1-methylnaphthalene-d10,4.6 10−2×
C10D7CD3,
[38072-94-5],
2-methylnaphthalene,1.8 ×10−2
C10H7CH3,3.5×10−2
[91-57-6],1.6 10−2×
1-ethylnaphthalene,2.6×10
C10H7C2H5,1.4×10−2
[1127-76-0],2.2 10−2×
2-ethylnaphthalene,1.2 10−2×
C10H7C2H5,1.8×10−2
[939-27-5],1.3 10−2×
"1,3-dimethylnaphthalene",2.6×10−2
C12H12,2.9×10−2
[575-41-7],1.9×10−1
"1,4-dimethylnaphthalene",3.2 ×10−2
C12H12,4.7×10−2
[571-58-4],4.4×10−2
"1,5-dimethylnaphthalene",2.8×10−2
C12H12,3.3×10−2
[571-61-9],1.1 ×10−1
"1,6-dimethylnaphthalene",2.3 ×10−2
C12H12,
[575-43-9],
"2,3-dimethylnaphthalene",1.6 10−2×
C12H12,6.4×10−2
[581-40-8],4.4 10−2×
"2,6-dimethylnaphthalene",7.8×10
C 12 H12,6.2 ×10−2
[581-42-0],3.4×10−2
"1,4,5-trimethylnaphthalene",1.8×10−2
C13H14,4.3×10−2
[2131-41-1],
2-(1-methylethyl)naphthalene,1.2×10−2
C13H14,
[2027-17-0],
"1,2-bis(isopropyl)naphthalene",7.8×10−3
C16H20,
(diisopropylnaphthalene),
[38640-62-9],
(E)-stilbene,1.4×10−2
C14H12,2.5×10−2
"(trans-1,2-diphenylethene)",2.5 10−2×
[103-30-0],
acenaphthene,7.2 10−2×
C12H10,7.0×10−2
[83-32-9],5.5 10−2×
acenaphthylene,8.2×10−2
C12H8,1.0×10−1
[208-96-8],9.1×10−2
phenanthrene,2.3×10−1
C 14 H10,2.3×10−1
[85-01-8],2.3×10−1
1-methylphenanthrene,2.0×10−1
C15H12,3.3×10−1
[832-69-9],
"9,10-dihydrophenanthrene",1.2×10−1
C14H12,4.1 ×10−2
[776-35-2],
"2,3-benzindene",1.1 10−1×
C 13 H10,1.1 ×10−1
(fluorene),1.1×10−1
[86-73-7],1.2 10−1×
benzo[a]fluorene,3.7 10−1×
C17H12,
[238-84-6],
anthracene,2.0×10−1
C14H10,2.0×10−1
[120-12-7],1.7 10−1×
9-methylanthracene,6.1×10−1
C15H12,9.4×10−3
[779-02-2],4.2×10−1
"9,10-dimethylanthracene",1.8
C 16 H14,3.4 ×10−1
[781-43-1],
pyrene,7.5×10
C16H10,7.5×10−1
[129-00-0],6.6 10−1×
1-methylpyrene,3.1
C17H12,
[2381-21-7],
2-methylpyrene,3.1
C17H12,
[3442-78-2],
"2,7-dimethylpyrene",2.9
C18H14,
[15679-24-0],
chrysene,2.3
C18H12,2.7
[218-01-9],2.1
naphthacene,3.6×102
C 18 H12,2.5 ×102
"(2,3-benzanthracene)",4.2
[92-24-0],
triphenylene,
C 18 H12,1.0 ×102
(benzo[l]phenanthrene),2.9
[217-59-4],3.1
benzo[jk]fluorene,6.9×10−1
C 16 H10,7.5 ×10−1
(fluoranthene),5.4 ×10−1
[206-44-0],4.5 10−3×
benz[a]anthracene,1.4
C18H12,1.6
[56-55-3],9.0×10−1
7-methylbenz[a]anthracene,5.2
C19H14,
[2541-69-7],
10-methylbenz[a]anthracene,5.2
C19H14,
[2381-15-9],
12-methylbenz[a]anthracene,5.2
C19H14,
[2422-79-9],
"7,12-dimethyl-benz[a]anthracene",5.1 ×103
C20H16,4.9
[57-97-6],
"9,10-dimethyl-benz[a]anthracene",
C20H16,
[58429-99-5],
20-methylcholanthrene,1.9
C21H16,
[56-49-5],
benzo[b]fluoranthene,1.5×101
C20H12,1.5×101
[205-99-2],1.5×101
benzo[k]fluoranthene,1.7×101
C 20 H12,1.8×101
[207-08-9],1.0 ×101
benzo[a]pyrene,2.0×10
C20H12,1.3×101
(benz[a]pyrene),6.2
[50-32-8],1.3 101×
benzo[e]pyrene,3.3 101×
C20H12,2.1×101
[192-97-2],2.7
"dibenzo[a,e]pyrene",7.0 102×
C24H14,
[192-65-4],
"dibenzo[a,h]pyrene",7.0 102×
C24H14,
[189-64-0],
"dibenzo[a, i]pyrene",7.0×102
C24H14,
[189-55-9],
perylene,
C20H12,2.3
"(dibenz[de,kl]anthracene)",2.5×10−1
[198-55-0],3.3×102
"dibenz[a,h]anthracene",1.8 ×102
C22H14,5.8×103
[53-70-3],1.3×102
"indeno[1,2,3-cd]pyrene",2.9×101
C22H12,2.0×101
[193-39-5],2.8×101
benzo[ghi]perylene,3.0 101×
C22H12,2.4×101
[191-24-2],3.0×101
coronene,
C24H12,
[191-07-1],
benzo[b]triphenylene,1.9 ×101
C22H14,4.4×103
"(dibenz[a,c]anthracene)",1.9×101
[215-58-7],1.4 ×102
"dibenz[a,j ]anthracene",8.6×101
C22H14,8.3×101
[224-41-9],
picene,6.2
C22H14,7.7×101
[213-46-7],
"1,2-benzfluoranthene",6.9
C20H12,
[203-33-8],
"1,2,3,4-tetrahydronaphthalene",5.1 10−3×
C10H12,2.1×10−3
(tetralin),5.8 10−3×
[119-64-2],1.2 10−2×
indane,4.3×10
C9H10,4.7×10−3
[496-11-7],1.2 10−2×
"2,3-dihydro-1,1,3,3,5-pentamethyl-1H-",7.5 10−4×
indene,
C 14 H20,1.9×10−3
[81-03-8],2.1 10−3×
"1,2,3,4-tetrahydro-1,1,3,4,4,6-",4.2 ×10−4
hexamethylnaphthalene,
C 16 H24,1.3×10−3
[2084-69-7],3.2×10−3
[2.2]paracyclophane,2.9×10−2
C16H16,8.4 ×10−2
[1633-22-3],9.5×10−1
"1,2,3,4-tetrahydro-5-(1-phenylethyl)-",1.6 10−2×
naphthalene,
C 18 H20,1.0 ×10−1
[60466-61-7],2.0 10−1×
5-methylchrysene,5.2
C19H14,
[3697-24-3],
benzo[j ]fluoranthene,4.9 ×101
C20H12,
[205-82-3],
benzo[c]chrysene,8.0×101
C22H14,
[194-69-4],
benzo[g]chrysene,8.0 ×101
C22H14,
[196-78-1],
"dibenz[a,e]aceanthrylene",7.0 ×102
C24H14,
[5385-75-1],
"dibenzo[b,k]chrysene",1.2 103×
C26H16,
[217-54-9],
Org,anic spe
carbon monoxide,9.7×10−6
CO,9.7 ×10−6
[630-08-0],9.7 ×10−6
carbon dioxide,3.3×10−4
CO2,3.3 ×10−4
[124-38-9],3.3×10−4
carbon suboxide,1.3 10−2×
C3O2,
[504-64-3],
methanol,2.0
CH3OH,2.1
[67-56-1],2.2
ethanol,1.9
C2H5OH,1.9
[64-17-5],2.0
1-propanol,1.4
C3H7OH,1.3
[71-23-8],1.4
2-propanol,1.3
C3H7OH,1.3
(isopropanol),1.2
[67-63-0],1.1
glycidol,1.7 ×103
C3H6O2,
[556-52-5],
1-butanol,1.2
C4H9OH,1.3
[71-36-3],1.2
2-butanol,1.1
C4H10O,1.1
(sec-butanol),1.0
[78-92-2],1.1
2-methyl-1-propanol,1.0
C4H10O,1.0
(isobutanol),2.2 10−1×
[78-83-1],
2-methyl-2-propanol,6.9×10−1
C4H10O,6.9×10−1
(tert-butanol),1.4
[75-65-0],1.1
1-pentanol,1.0
C5H11OH,8.1×10−1
(amyl alcohol),7.5×10−1
[71-41-0],9.4 10−1×
2-pentanol,6.7 10−1×
C 5 H 12O,6.6 ×10−1
(sec-pentanol),6.6 10−1×
[6032-29-7],3.1 ×10−1
3-pentanol,6.3×10−1
C5H12O,3.2×10−1
[584-02-1],
2-methyl-1-butanol,7.0×10−1
C5H12O,3.9×10−1
(isopentanol),
[137-32-6],8.3 10−1×
(S)-2-methyl-1-butanol,3.9×10
C5H12O,
[1565-80-6],
3-methyl-1-butanol,4.6 ×10−1
C5H12O,
[123-51-3],6.9 10−1×
2-methyl-2-butanol,7.1×10−1
C5H12O,7.2×10−1
(tert-pentanol),2.7 10−1×
[75-85-4],
3-methyl-2-butanol,3.1 10−1×
C5H12O,
[598-75-4],5.4 10−1×
"2,2-dimethyl-1-propanol",1.9×10−1
C5H12O,3.1×10−1
[75-84-3],
1-hexanol,5.7×10−1
C6H14O,5.1×10−1
[111-27-3],3.9×10−1
2-hexanol,2.5 10−1×
C6H14O,4.2×10−1
[626-93-7],
3-hexanol,2.3 ×10−1
C 6 H 14O,2.0 ×10−1
[623-37-0],3.9 10−1×
2-methyl-1-pentanol,2.3 ×10−1
C 6 H 14O,4.4 ×10−1
[105-30-6],3.1 10−1×
3-methyl-1-pentanol,3.8 ×10−1
C6H14O,
[589-35-5],
2-methyl-2-pentanol,3.1 10−1×
C6H14O,3.2×10−1
[590-36-3],5.0 10−1×
3-methyl-2-pentanol,2.8 10−1×
C6H14O,
[565-60-6],
4-methyl-2-pentanol,2.1×10−1
C 6 H 14O,2.2 ×10−1
[108-11-2],2.6 10−1×
2-methyl-3-pentanol,2.9×10−1
C6H14O,3.3×10−1
[565-67-3],3.7 ×10−1
3-methyl-3-pentanol,2.1 10−1×
C6H14O,7.0×10−1
[77-74-7],
2-ethyl-1-butanol,4.7×10
C 6 H14O,4.8×10−1
[97-95-0],
"2,2-dimethyl-1-butanol",2.8 10−1×
C6H14O,
[1185-33-7],
"2,3-dimethyl-1-butanol",8.2×10−1
C 6 H 14O,4.7 ×10−1
[19550-30-2],
"2,3-dimethyl-2-butanol",3.0 10−1×
C 6 H 14O,2.0 ×10−1
[594-60-5],
"3,3-dimethyl-2-butanol",5.6×10−1
C6H14O,4.9×10−1
[464-07-3],
1-heptanol,3.8×10−1
C 7 H 16O,3.6 ×10−1
[111-70-6],8.6×10−1
2-heptanol,2.0 10−1×
C7H16O,1.2×10−1
[543-49-7],
3-heptanol,2.1 ×10−1
C7H16O,
[589-82-2],
4-heptanol,3.5 10−1×
C 7 H16O,2.2×10−1
[589-55-9],
2-methyl-1-hexanol,6.9×10−1
C7H16O,1.7×10−1
[624-22-6],
3-methyl-1-hexanol,1.3×10
C7H16O,
[13231-81-7],
4-methyl-1-hexanol,1.3×10−1
C7H16O,
[818-49-5],
5-methyl-1-hexanol,2.8 10−1×
C7H16O,
[627-98-5],
2-methyl-2-hexanol,6.4 10−1×
C7H16O,
[625-23-0],
3-methyl-2-hexanol,4.9×10−1
C7H16O,
[2313-65-7],
4-methyl-2-hexanol,5.0×10−1
C7H16O,
[2313-61-3],
5-methyl-2-hexanol,4.2 10−1×
C7H16O,
[627-59-8],
2-methyl-3-hexanol,5.8×10−1
C7H16O,
[617-29-8],
3-methyl-3-hexanol,7.7×10−1
C7H16O,
[597-96-6],
4-methyl-3-hexanol,5.2 10−1×
C7H16O,
[615-29-2],
5-methyl-3-hexanol,5.4×10−1
C7H16O,
[623-55-2],
2-ethyl-1-pentanol,3.4×10−1
C7H16O,
[27522-11-8],
3-ethyl-1-pentanol,3.4 10−1×
C7H16O,
[66225-51-2],
"2,2-dimethyl-1-pentanol",3.3×10−1
C7H16O,
[2370-12-9],
"2,3-dimethyl-1-pentanol",3.6×10
C7H16O,
[10143-23-4],
"2,4-dimethyl-1-pentanol",3.3×10−1
C7H16O,
[6305-71-1],
"3,3-dimethyl-1-pentanol",3.5 10−1×
C7H16O,
[19264-94-9],
"3,4-dimethyl-1-pentanol",3.5 10−1×
C7H16O,
[6570-87-2],
"4,4-dimethyl-1-pentanol",3.8×10−1
C7H16O,
[3121-79-7],
3-ethyl-2-pentanol,4.9 10−1×
C7H16O,
[609-27-8],
"2,3-dimethyl-2-pentanol",8.6×10−1
C7H16O,
[4911-70-0],
"2,4-dimethyl-2-pentanol",5.7×10−1
C7H16O,
[625-06-9],
"3,3-dimethyl-2-pentanol",5.5 10−1×
C7H16O,
[19781-24-9],
"3,4-dimethyl-2-pentanol",4.7 10−1×
C7H16O,
[64502-86-9],
"4,4-dimethyl-2-pentanol",6.8 ×10−1
C7H16O,
[6144-93-0],
3-ethyl-3-pentanol,1.1
C7H16O,
[597-49-9],
"2,2-dimethyl-3-pentanol",4.0 10−1×
C7H16O,
[3970-62-5],
"2,3-dimethyl-3-pentanol",9.2 10−1×
C7H16O,
[595-41-5],
"2,4-dimethyl-3-pentanol",3.8×10
C7H16O,
[600-36-2],
2-ethyl-2-methyl-1-butanol,4.3×10−1
C7H16O,
[18371-13-6],
